image,caption
1093716555_801aacef79.jpg,"A group of hikers is resting on the dry ground in front of a mountain, with their gear nearby and the mountains visible in the background."
1093737381_b313cd49ff.jpg,"A woman wearing a blue dress stands outside near an elaborate chalk illustration, which depicts a boy and a girl playing by a stream, with the drawing being created on the sidewalk in front of a barn-like structure."
1094462889_f9966dafa6.jpg,"A brown dog is out in the snow, playing in a deep pile while looking up and running through the snow, with the dog also standing and looking at the camera."
1095476286_87d4f8664e.jpg,A young boy is jumping through water being sprayed up from the ground as he plays in the fountain.
1095580424_76f0aa8a3e.jpg,"A small brown and white dog is running out of a small tunnel on a dog obedience course, which is also an obstacle course."
1095590286_c654f7e5a9.jpg,"A blond dog and a yellow dog are running in a dirt field, chasing each other, with another black and white dog also running around."
1095980313_3c94799968.jpg,"A little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach, with arms outstretched as she poses, standing on a handrail in front of the beach."
1096097967_ac305887b4.jpg,"A black and white dog is drinking water from a water spray, being soaked by a jet of water in a blue paddling pool, with its face sticking into the shower from a garden hose, while a small white dog gets sprayed by water, and another white and black dog is jumping into the pool."
1096165011_cc5eb16aa6.jpg,A red-headed small boy smiles as he swims underwater in a pool.
1096395242_fc69f0ae5a.jpg,"A young boy in orange shorts with his foot outstretched aims a toy gun at the camera in front of a fireplace, playing with his new light-up toy."
109671650_f7bbc297fa.jpg,"A young child is standing alone on some jagged rocks near the edge of a cliff, wearing blue and yellow, with yellow shorts, and is positioned high in the air on a rock."
109738763_90541ef30d.jpg,"A snowmobile rider flies through the air on his or her machine in front of tall pine trees, mid-jump in a rural area, with the man up in the air."
109738916_236dc456ac.jpg,"People are riding around on snowmobiles, with several individuals taking a break during the ride, while others, including two helmeted men on yellow snowmobiles and another man standing behind watching, pose with helmets and goggles on."
109823394_83fcb735e1.jpg,"Three people ride their four wheelers through a field, with two of them turning their heads to look at the camera while others are positioned on ATVs outside a brown field."
109823395_6fb423a90f.jpg,"A man is riding an orange four wheeler (ATV) in a large empty field, jumping into the air and catching air while flying through the sky."
109823397_e35154645f.jpg,"A man dressed in a tan jacket is airborne on a four-wheeler, jumping over a harvested cornfield in front of a small outbuilding."
1100214449_d10861e633.jpg,"A little boy in a striped shirt is playfully jumping off the side of a running stone water fountain in front of a building, which is also described as a city fountain."
1104133405_c04a00707f.jpg,"A small boy wearing a white t-shirt walks on the grass, carrying a soccer ball that is tucked under his arm near a fence."
1105959054_9c3a738096.jpg,"A young girl with braids is painting a picture on a large white paper on the wall using water colors, depicting clouds as part of her artwork."
110595925_f3395c8bd6.jpg,"A cyclist, dressed in aerodynamic gear, is riding a mountain bike up a hill along a curved road, with cows grazing on a hill nearby as he navigates around a sharp curve."
1107246521_d16a476380.jpg,"A large black dog is running after his rope toy in a grassy yard, pouncing to catch it as he jumps and plays fetch with the ball of rope."
1107471216_4336c9b328.jpg,"A young girl with rosy cheeks and lips is holding a black toy gun and steadies her aim with a camera, while looking through an old-fashioned video camera, with a cine camera in front of her face."
1110208841_5bb6806afe.jpg,"A black and white Border Collie, agile and focused, catches a Frisbee in front of an audience, with a brown and white dog also jumping to catch the Frisbee while a crowd of onlookers watches closely."
1112212364_0c48235fc2.jpg,"A toddler is sitting on a pile of rocks at the beach, playing with smooth rocks and holding one in his hand."
111497985_38e9f88856.jpg,"A young man in a striped shirt is rock climbing on a mountain, holding onto a rope against the backdrop of a green valley."
111537217_082a4ba060.jpg,"A young man with red shoes, a white shirt, and grey pants is rock climbing on the side of a cliff, while a man in a white t-shirt and jeans is rappelling up the rock wall."
111537222_07e56d5a30.jpg,"A climber wearing a blue helmet and headlamp, who is also a woman in purple snakeskin pants, is rock climbing on a large rock face, attached to a rope, while a man climbs a rocky wall."
1115565519_d976d4b1f1.jpg,"A little girl is playing in water at a public fountain, interacting with a toy while also looking at a fountain that sprays water, and there is a frog sculpture nearby."
1115679311_245eff2f4b.jpg,"A black dog is running on the beach near the water and jumps over a small wall, as well as a log and a wood barrier."
111766423_4522d36e56.jpg,"A small black and white bird is clinging to the finger of a hand that is holding sunflower seeds, with the bird sitting on the hand and eating seeds from it."
1117972841_2b9261f95f.jpg,"A brown dog is running fast in the sand at the beach, playing and standing among the sand."
1118557877_736f339752.jpg,"A young boy wearing a colorful bathing suit splashes in the ocean while laughing, wading through the water and being guided by another person."
1119015538_e8e796281e.jpg,A small beige dog with large ears is running through a grassy field.
1119418776_58e4b93eac.jpg,"A black, brown, and white dog is running through a large field with its mouth open, heading towards the camera."
1119463452_69d4eecd08.jpg,A little girl in a pink bathing suit is smiling as she swims in an outdoor pool.
1121416483_c7902d0d49.jpg,"A young girl is doing a handstand on a bed with blue sheets, which describes the same scene as a child standing on her head, indicating that the girl is upside down on the bed."
112178718_87270d9b4d.jpg,"A man is standing on white sand, holding his snowboard, with a surfboard also present in the scene."
112243673_fd68255217.jpg,"Three people are riding off-road vehicles, including two dirt bikes and one four-wheeler, through a field surrounded by trees, traveling along a worn path through dry or brown grass."
1122944218_8eb3607403.jpg,"A baby dressed in a white garment is holding a black and white flag featuring a crescent moon and a star, while a lady helps him wave the flag, and the baby is smiling."
1124448967_2221af8dc5.jpg,"A shirtless old man, wearing slippers, navy blue pants, and a white hat, relaxes in a folding chair on the street outdoors, near three parked bicycles, while a half-naked man is also sleeping on a chair in the same outdoor setting, which is located on a patio outside an adobe building where many bicycles are propped."
1129704496_4a61441f2c.jpg,"A brown and white dog and a black and white dog are hauling in a floating toy from the ocean, both retrieving the play toy from the water as they run through the surf with a rope in their mouths, tugging at a chew toy."
1130017585_1a219257ac.jpg,"Three young women pose for the camera at a parade, with one holding a bottled drink, another tilting her head back and placing a finger in her mouth, and the third sporting spiked hair, as they party in a busy street."
1130369873_d80a1aa59c.jpg,"A brown dog swims through neck-deep water outdoors, splashing in the vegetation-filled water while carrying a tennis ball in its mouth, with bushes surrounding the scene."
1130401779_8c30182e3e.jpg,"Two brown dogs are running through the water, creating large splashes as they move."
1131155939_b4b457b05e.jpg,"A big black dog is running in the water at the beach, with a pile of seaweed in the foreground on the sand, sea kelp visible in the background, and swimmers in the distance."
1131340021_83f46b150a.jpg,"A young boy is running outside on the pavement, wearing sandals, a short-sleeved shirt, and brown shorts, and is also described as wearing a black pinstripe shirt while walking on a deck."
1131800850_89c7ffd477.jpg,"A large brown and white dog stands outside in the snow, shaking itself dry by vigorously removing water from its coat while looking at something near the water."
1131804997_177c3c0640.jpg,"Two older men with backpacks are sitting on cardboard along a railing at a bus station, looking at something in front of them."
1131932671_c8d17751b3.jpg,"A small boy in blue shorts is jumping on a green bed, bouncing from one bed to another."
1132772170_600610c5df.jpg,"A man is standing in the bedroom with his arms folded, looking away as a young child jumps from bed to bed behind him, with the man wearing a yellow shirt and positioned in the middle of two beds, while a boy is jumping onto one of the beds in the background."
113678030_87a6a6e42e.jpg,"A snowboarder is sitting on a slope, while skiers and other snowboarders are nearby, with some skiers taking the hill and others sitting in the snow, and the snowboarder is also taking a rest on the mountainside."
1138784872_69ade3f2ab.jpg,"A small child in green clothing, wearing a green one-piece suit, walks down a city sidewalk past a store opening and a woman in pink pants, while a young boy walks in front of some stores."
114051287_dd85625a04.jpg,"A young boy dressed in a red soccer strip, wearing glasses, and holding his soccer shoes in his hand, steps out of a car, preparing to wear them for a soccer game."
1141718391_24164bf1b1.jpg,"A man and a woman are walking across a rope bridge in a tropical setting, with greenery surrounding them, and a caution sign is visible beside the bridge."
1141739219_2c47195e4c.jpg,"A family gathered at a painted van, where a girl is climbing down from the side of a bright blue truck while others watch, with a man helping her step down and a woman and three children standing nearby, as a very colorful bus is pulled off to the side of the road with its passengers loading."
1142283988_6b227c5231.jpg,"A blond woman is hugging a young man wearing a pink costume at an event, while the woman is also wearing a pink-hooded stretch top, and both are smiling and embracing each other."
1142847777_2a0c1c2551.jpg,A woman in a blue helmet and brown shorts is riding her blue bicycle in traffic on a busy street.
1143373711_2e90b7b799.jpg,"A man wearing a helmet and dressed in blue and white biking gear, riding his bicycle down a busy street, is crossing the street while in spandex, getting ready to cross."
1143882946_1898d2eeb9.jpg,"A woman wearing a helmet and a blue vest stands with her bicycle in traffic, riding her bike behind a car, while another woman with a helmet and a backpack walks next to her bike, and women with bikes and helmets wait for traffic."
1144288288_e5c9558b6a.jpg,"A woman wearing a white hat and shirt is jogging down a street with a plant store on the corner, wearing headphones, and is dressed in a white shirt and blue shorts."
1148238960_f8cacec2fc.jpg,"Bicyclists, including three bikers, are standing and waiting at an intersection, with some people on bicycles waiting at a light."
1149179852_acad4d7300.jpg,"A shirtless man is guiding a large brown horse that is pulling a green and yellow wagon, as they walk down a paved road with a small horse-drawn covered wagon, while also leading a Shetland pony and carriage along the street."
114949897_490ca7eaec.jpg,"A boy hits a ball off a tee into a net, while a man holds the net for him, and a child practices hitting a baseball into the net with two adult men watching, as three people put up a batting cage."
1151466868_3bc4d9580b.jpg,"A small girl, wearing a shirt and shorts, spins in the waves of the bright sun, plays in the shallow water, splashes through the water near the shore, and runs through the ocean's surf."
1153704539_542f7aa3a5.jpg,A young girl wearing a blue shirt and black shorts plays the trumpet in a marching band on the field at a game.
1155138244_859fd6e079.jpg,"A woman dressed in a green hat and apron, serving as a Starbucks barista, offers a tray of drink samples to patrons at a street fair, while handing out complimentary tea."
115684808_cb01227802.jpg,"Three men are setting up a sledge on a snowy plain, loading items onto it while three people in the snow prepare an ice fishing boat and organize their gear."
1159574340_99ba8c3c59.jpg,"A child, wearing sneakers, jumps into a pool of water in a wooded area while another child plays on the shore, and a man also takes a leap into the water with his shoes on."
1160034462_16b38174fe.jpg,"An elderly man with white hair, wearing a gray sweater and a straw hat, sits alone on a park bench under a tree."
1160441615_fe6b3c5277.jpg,"Three girls are walking along an arched garden pathway that passes under an arbor on a path surrounded by trees, while also walking through a plant-covered atrium hallway in a park, with some sections passing through a tunnel."
1163282319_b729b24c46.jpg,"A little girl wearing a red top, a red cap, and light-colored shorts, with yellow flip-flops, sits on a rock, her legs sprawled and mouth open."
116409198_0fe0c94f3b.jpg,"A young man wearing a hooded jacket sits on the snow in a mountain area near a yellow tent, with a clear blue sky above, and the scene is set in a snowy and icy environment."
1164131282_b30926f332.jpg,"A grey dog and a black and white dog are running in a grassy field, wrestling with each other while one bites the other."
1164765687_7aca07bbe7.jpg,"A man in a red shirt and glasses is bending down towards a small dog on a white blanket, playing tug of war while giving toys to the dog, which is surrounded by several stuffed animals on the floor."
1167662968_e466f1e80a.jpg,"A young man with a nose ring wearing a red cap and a brown shirt is depicted in a close-up picture, with a silver ring protruding from his nose."
1167669558_87a8a467d6.jpg,A man wearing a yellow shirt is grimacing while pulling a large grin on his face and smiling very big at the camera.
1167908324_8caab45e15.jpg,"A man stands next to three video game machines and a beer sign, which is hanging on the wall of a bar with a neon beer sign."
1169307342_e7a4685a5c.jpg,"Two brown dogs, one big and brown with a grey counterpart, are playing and running through the grass, running side by side and engaging in rough play."
1174525839_7c1e6cfa86.jpg,"A young, long-haired girl in blue is jumping into the air on the shore as small waves approach her, while she runs toward the ocean."
1174629344_a2e1a2bdbf.jpg,"A crowd of people, dressed in summer clothes, walk down a busy sidewalk in a large city, with some heading in different directions at a bustling intersection during warm weather."
1176580356_9810d877bf.jpg,"A brown and black dog jumps up to catch a red ball, which is positioned on his nose."
1177994172_10d143cb8d.jpg,"Two blonde boys, one wearing a camouflage shirt and the other in blue jeans, are having a water fight by squirting water guns at each other."
1178705300_c224d9a4f1.jpg,A tan-colored dog is jumping into an outdoor inground pool after a blue ball.
118187095_d422383c81.jpg,"Parents are pushing twin toddlers, dressed alike, in car-shaped strollers made of plastic, as they participate in a parade, with the children also being described as riding in toy cars."
118309463_a532b75be9.jpg,"A boys' baseball team wears their uniforms, with all the boys sporting the same black hats, including three boys wearing Florida Marlins caps, while a small boy smiles as he stands with others in the group."
1184967930_9e29ce380d.jpg,"A dog is running through a field of grass and flowers, with shrubbery along a stream."
1187435567_18173c148b.jpg,"A small, shaggy brown and black terrier dog plays with a toy on top of a white blanket."
1187593464_ce862352c6.jpg,A big tan dog runs across a grassy field toward the camera with a long stick in its mouth.
1189977786_4f5aaed773.jpg,"One tan dog is jumping into a swimming pool while a grey dog runs alongside the pool's edge, and a yellow dog also jumps into the pool, with another grey dog on the deck."
1191338263_a4fa073154.jpg,An old Asian woman with an umbrella is sitting in a subway station next to a backlit advertisement for an Aquos commercial.
1193116658_c0161c35b5.jpg,"A young girl rides a unicycle next to a child who is riding a scooter on a busy street, with the girl on the unicycle reaching out for the child on the scooter."
119534510_d52b3781a3.jpg,"A man in a brown shirt is sitting on a dock near a post, reading a book, with a body of water nearby, and a person in a brown jacket is also sitting on a pier by the water reading."
1197800988_7fb0ca4888.jpg,"A woman in a purple jacket sits at a picnic table eating a snack with luggage behind a tall tree, while people eat under green trees."
1198194316_543cc7b945.jpg,"A man in a black shirt and jeans walks beside a woman in black pants and a flowery shirt in front of a refreshment stand, with another man walking behind them, while a woman with a floral shirt and purse is also present, and the scene includes others walking nearby along a sidewalk."
1204996216_71d7519d9a.jpg,"A little boy in a red shirt lies down on a wooden picnic table bench, with his arms stretched out."
1206506157_c7956accd5.jpg,"Two large brown dogs are playing rough in tall grass, tussling over an orange toy."
1207159468_425b902bfb.jpg,"A boy in a blue shirt poses for a picture near a strange white building, with a person dangling from a rope above the structure."
1211015912_9f3ee3a995.jpg,"A young girl in a yellow dress, with the sun shining on her face, is standing in a busy park, surrounded by children, with her eyes closed, while another girl in a white dress is also present in the scene."
1213336750_2269b51397.jpg,"A young man in a black jacket takes a picture of another young man in a red jacket in an open area just off of a busy street, outdoors in front of a church."
1215334959_b1970965f7.jpg,"A family, consisting of a man, woman, girl, and boy, sits on a concrete bench near the beach, taking a break while vacationing, with the bench overlooking the beach."
121800200_bef08fae5f.jpg,"A group of climbers begins ascending a sheer rock face in a forest, where many people are climbing a large, rocky mountain surrounded by pretty green trees, with some individuals seen at a distance attempting to climb a cliff."
121971540_0a986ee176.jpg,"Two men stand on the side of a large white and red boat, cleaning the outside windows while positioned on a ledge."
1220401002_3f44b1f3f7.jpg,"Two young girls are playing and laughing together in a green grassy yard, standing on the grass and facing each other outside."
1222322358_225067636e.jpg,"A young boy in a red and white shirt plays on a swing in a playground at a park, with a little boy in orange and white also swinging, while a child looks back on a fast-moving swing."
1224851143_33bcdd299c.jpg,"A young child, dressed in green, is eating his food off of a spoon while sitting on a patio, with a small child holding a spoon up to his mouth."
1225443522_1633e7121f.jpg,A woman in a blue coat and blue heels walks down a brick sidewalk at night.
1227655020_b11a1bb112.jpg,"A black dog and a brown dog are playing in tall grass, wrestling together in the long grass, and standing against each other in some grass, all while playing outside in a field."
1229756013_94663527d7.jpg,A brown dog leaps into the air in a grassy field surrounded by trees to catch a ball.
1231229740_8dcbf80bfb.jpg,"A young baby, wearing gray clothes, is sleeping on a red cushion, sucking on a pacifier, with a teddy bear at his side, while sitting in a chair."
1232148178_4f45cc3284.jpg,"A young girl with blond hair wearing a green sweatshirt and a red shirt is smiling in front of the camera at a park, playing on a playground while being supervised by an adult."
1234293791_6566284bcd.jpg,A young girl wearing a black helmet is riding a brown dappled horse.
1234817607_924893f6e1.jpg,"A Korean man, wearing glasses, is sitting at an outside bar with a row of soda and beer cans lined up in front of him, smiling as he sells drinks from his stall."
1235580648_7eebaed9bc.jpg,"Two men in tall hats— one wearing a red print hat and the other a gold-colored hat— sit and look at the camera, wearing silly stove pipe hats and makeup, while frowning."
1235681222_819231767a.jpg,"A person in a blue shirt sits behind two people who are sitting on a wood bench in a public area, where three people are seated on wood benches set on white and orange tile, waiting in a lobby."
1235685934_be89b231fb.jpg,"A man wearing sunglasses is standing next to another man who is wearing a hat and a breathing mask, while a third man, also wearing sunglasses, is seen in the background, and there is another man in sunglasses wearing a hat and a backpack."
1236951314_0308dc4138.jpg,"A young boy in a wetsuit jumps into a pool with blue water, while a bald man is in the water, and a man is watching the child jump, with the boy also wearing goggles."
1236964638_1808784a3c.jpg,"A boy flips off a diving board into a pool, while a child is diving into the swimming pool from the diving board, and a man and another tumbling child are at the poolside."
1237985362_dbafc59280.jpg,"A young woman in a blue shirt stands, holding a young girl in a denim dress, who is trying to catch bubbles, while the woman also holds her baby daughter, who is clapping."
123889082_d3751e0350.jpg,"A brown dog is biting the ear of a gray dog, while both dogs are playing together on green grass."
123997871_6a9ca987b1.jpg,"Girls wearing sports uniforms and eye protection are playing field hockey, with several female lacrosse players in blue going after a ball, and one woman lacrosse player is about to catch the ball."
1240297429_c36ae0c58f.jpg,A white and tan dog wearing a red number 6 vest leaps through the air in a field of green grass while being chased by a bird.
124195430_d14028660f.jpg,"A large brown horse stands over a small black colt that is kneeling on the sand, while a thin brown horse stands nearby and a small black foal is present on the beach, with an adult horse approaching the foal on a sandy plain."
1244140539_da4804d828.jpg,A small brown and black dog is lying on a white shaggy carpet.
1244306891_8e78ae1620.jpg,"A group of three young ladies in bathing suits sat on the beach, smiling for a picture as they enjoyed their time together."
1244485675_822e6efe60.jpg,A young Asian boy in a grey and white shirt looks at his reflection in a burnished marble wall in the park.
